time,ssr
2019-01-01 00:00:00+00:00,0.0
2019-01-01 01:00:00+00:00,0.0
2019-01-01 02:00:00+00:00,0.0
2019-01-01 03:00:00+00:00,0.0
2019-01-01 04:00:00+00:00,0.0
2019-01-01 05:00:00+00:00,0.0
2019-01-01 06:00:00+00:00,0.0
2019-01-01 07:00:00+00:00,0.0
2019-01-01 08:00:00+00:00,3837.0
2019-01-01 09:00:00+00:00,88633.625
2019-01-01 10:00:00+00:00,149705.125
2019-01-01 11:00:00+00:00,268267.0
2019-01-01 12:00:00+00:00,460754.125
2019-01-01 13:00:00+00:00,321153.0
2019-01-01 14:00:00+00:00,284574.0
2019-01-01 15:00:00+00:00,125148.625
2019-01-01 16:00:00+00:00,30375.875
2019-01-01 17:00:00+00:00,0.0
2019-01-01 18:00:00+00:00,0.0
2019-01-01 19:00:00+00:00,0.0
2019-01-01 20:00:00+00:00,0.0
2019-01-01 21:00:00+00:00,0.0
2019-01-01 22:00:00+00:00,0.0
2019-01-01 23:00:00+00:00,0.0
2019-01-02 00:00:00+00:00,0.0
2019-01-02 01:00:00+00:00,0.0
2019-01-02 02:00:00+00:00,0.0
2019-01-02 03:00:00+00:00,0.0
2019-01-02 04:00:00+00:00,0.0
2019-01-02 05:00:00+00:00,0.0
2019-01-02 06:00:00+00:00,0.0
2019-01-02 07:00:00+00:00,0.0
2019-01-02 08:00:00+00:00,6011.25
2019-01-02 09:00:00+00:00,187051.5
2019-01-02 10:00:00+00:00,494007.75
2019-01-02 11:00:00+00:00,725695.75
2019-01-02 12:00:00+00:00,845728.375
2019-01-02 13:00:00+00:00,816631.5
2019-01-02 14:00:00+00:00,490554.5
2019-01-02 15:00:00+00:00,248826.375
2019-01-02 16:00:00+00:00,79616.75
2019-01-02 17:00:00+00:00,0.0
2019-01-02 18:00:00+00:00,0.0
2019-01-02 19:00:00+00:00,0.0
2019-01-02 20:00:00+00:00,0.0
2019-01-02 21:00:00+00:00,0.0
2019-01-02 22:00:00+00:00,0.0
2019-01-02 23:00:00+00:00,0.0
2019-01-03 00:00:00+00:00,0.0
2019-01-03 01:00:00+00:00,0.0
2019-01-03 02:00:00+00:00,0.0
2019-01-03 03:00:00+00:00,0.0
2019-01-03 04:00:00+00:00,0.0
